DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia Link,Drugs.com link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB00104,Octreotide,83150-76-9,BiotechDrug,C07306,D00442,,,"",PA450679,"","","","",2248639,http://www.rxlist.com/cgi/generic/octreotide.htm,"",http://en.wikipedia.org/wiki/Octreotide,http://www.drugs.com/cdi/octreotide.html,0078-0180-01,,50175592,DAP000397
DB00105,"Interferon Alfa-2b, Recombinant",99210-65-8,BiotechDrug,"","",,,"",PA450028,"",P01563,IFNA2_HUMAN,"",2240695,http://www.rxlist.com/cgi/generic/introna.htm,"","",,0085-0571-02,,,DAP001285
DB00106,Abarelix,183552-38-7,BiotechDrug,"",D02738,,,"",PA10002,"","","","",,http://www.rxlist.com/cgi/generic/plenaxis.htm,"",http://en.wikipedia.org/wiki/Abarelix,http://www.drugs.com/cdi/abarelix.html,"",,50102442,DAP000094
DB00107,Oxytocin,50-56-6,BiotechDrug,C00746,D00089,,,"",PA450760,"","","","",,http://www.rxlist.com/cgi/generic3/oxytocin.htm,"",http://en.wikipedia.org/wiki/Oxytocin,http://www.drugs.com/cdi/oxytocin.html,0591-3553-69,,,DAP001156
DB00108,Natalizumab,189261-10-7,BiotechDrug,"","",,,"","","","","","",2286386,http://www.rxlist.com/cgi/generic/tysabri.htm,"",http://en.wikipedia.org/wiki/Natalizumab,http://www.drugs.com/cdi/natalizumab.html,59075-730-15,,,DAP001094
DB00109,Enfuvirtide,159519-65-0,BiotechDrug,"","",,,"",PA10262,"",Q70626,ENV_HV1LW,U12055,2247725,http://www.rxlist.com/cgi/generic3/fuzeon.htm,"",http://en.wikipedia.org/wiki/Enfuvirtide,http://www.drugs.com/cdi/enfuvirtide.html,0004-0380-39,,50271301,DAP000157
DB00110,Palivizumab,188039-54-5,BiotechDrug,"","",,,"",PA450764,"","","","",2245889,http://www.rxlist.com/cgi/generic2/palivizumab.htm,"",http://en.wikipedia.org/wiki/Palivizumab,http://www.drugs.com/cdi/palivizumab.html,60574-4114-1,,,DAP000386
DB00111,Daclizumab,152923-56-3,BiotechDrug,"","",,,"",PA449198,"",P01857,IGHG1_HUMAN,J00228,2241473,http://www.rxlist.com/cgi/generic3/zenapax.htm,"",http://en.wikipedia.org/wiki/Daclizumab,http://www.drugs.com/cdi/daclizumab.html,,,,DAP000389
DB00112,Bevacizumab,216974-75-3,BiotechDrug,"","",,,"",PA13023299,"","","","",2270994,http://www.rxlist.com/cgi/generic3/avastin.htm,"",http://en.wikipedia.org/wiki/Bevacizumab,http://www.drugs.com/cdi/bevacizumab-solution.html,50242-060-01,,,DAP000393
DB00113,Arcitumomab,154361-48-5,BiotechDrug,"","",,,"",PA10334,"","","","",,"","",http://en.wikipedia.org/wiki/Arcitumomab,,,,,DAP001303
DB00115,Cyanocobalamin,68-19-9,SmallMoleculeDrug,C02823,D00166,44176380,46509031,17439,PA449152,CNC,"","","",274186,http://www.rxlist.com/cgi/generic/b12inj.htm,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0262.shtml,http://en.wikipedia.org/wiki/Cyanocobalamin,http://www.drugs.com/cdi/cyanocobalamin-b12.html,0270-0519-16,4575342,,
DB00116,Tetrahydrofolic acid,135-16-0,SmallMoleculeDrug,C00101,"",91443,46504756,20506,"",THL,"","","",,"","",http://en.wikipedia.org/wiki/Tetrahydrofolic_acid,"","",82572,,DAP001308
DB00117,L-Histidine,71-00-1,SmallMoleculeDrug,C00135,D00032,6274,46507001,15971,PA449882,HIS,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lhi_0137.shtml,http://en.wikipedia.org/wiki/L-Histidine,,,6038,7953,
DB00118,S-Adenosylmethionine,29908-03-0,SmallMoleculeDrug,C00019,"",34756,46505280,15414,"",SAM,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/sad_0231.shtml,http://en.wikipedia.org/wiki/S-Adenosylmethionine,http://www.drugs.com/cdi/s-adenosylmethionine.html,"",31983,,
DB00119,Pyruvic acid,127-17-3,SmallMoleculeDrug,C00022,"",1060,46505692,32816,"",PYR,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/pyr_0218.shtml,http://en.wikipedia.org/wiki/Pyruvic_acid,,,1031,19473,DAP000543
DB00120,L-Phenylalanine,63-91-2,SmallMoleculeDrug,C00079,D00021,6140,46505708,17295,"",PHE,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lph_0201.shtml,http://en.wikipedia.org/wiki/L-Phenylalanine,,,5910,,DAP000807
DB00121,Biotin,58-85-5,SmallMoleculeDrug,C00120,D00029,171548,46508694,15956,PA448625,BTN,"",,"",189189,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/bio_0035.shtml,http://en.wikipedia.org/wiki/Biotin,http://www.drugs.com/cons/biotin.html,"",149962,12,
DB00122,Choline,62-49-7,SmallMoleculeDrug,C00114,"",305,46508132,15354,"",CHT,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/cho_0283.shtml,http://en.wikipedia.org/wiki/Choline,"","",299,,
DB00123,L-Lysine,56-87-1,SmallMoleculeDrug,C00047,D02304,5962,46504770,18019,PA450280,LYS,"","","",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lly_0166.shtml,http://en.wikipedia.org/wiki/L-Lysine,"","",5747,,
DB00125,L-Arginine,74-79-3,SmallMoleculeDrug,C00062,D02982,6322,46507180,29016,PA44847,ARG,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lar_0024.shtml,http://en.wikipedia.org/wiki/L-Arginine,http://www.drugs.com/npc/l-arginine.html,0009-0436-24,6082,21959,
DB00126,Vitamin C,50-81-7,SmallMoleculeDrug,C00072,D00018,,,17208,PA451898,"","","","",583960,http://www.rxlist.com/cgi/generic3/vitamc.htm,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0264.shtml,http://en.wikipedia.org/wiki/Vitamin_C,http://www.drugs.com/cdi/ascorbic-acid.html,,,50090256,DNC000259
DB00127,Spermine,71-44-3,SmallMoleculeDrug,C00750,"",1103,46507215,15746,"",SPM,"",,"",,"","",http://en.wikipedia.org/wiki/Spermine,"","",1072,,
DB00128,L-Aspartic Acid,56-84-8,SmallMoleculeDrug,C00049,D00013,5960,46507997,17053,"",ASP,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/las_0028.shtml,http://en.wikipedia.org/wiki/L-Aspartic_Acid,,,5745,,
DB00129,L-Ornithine,70-26-8,SmallMoleculeDrug,C01602,"",6262,46505239,18257,PA450207,ORN,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lor_0190.shtml,http://en.wikipedia.org/wiki/Ornithine,"","",6026,,
DB00130,L-Glutamine,56-85-9,SmallMoleculeDrug,C00064,D00015,5961,46505866,28300,"",GLN,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lgl_0125.shtml,http://en.wikipedia.org/wiki/L-Glutamine,"","",5746,,
DB00131,Adenosine monophosphate,61-19-8,SmallMoleculeDrug,C00020,D02769,6083,46507628,16027,"","","",,"",,"","",http://en.wikipedia.org/wiki/Adenosine_monophosphate,"","",5858,18137,DAP001319
DB00132,Alpha-Linolenic Acid,463-40-1,SmallMoleculeDrug,C06427,"",5280934,46507620,27432,"",LNL,"","","",,"","",http://en.wikipedia.org/wiki/Alpha-linolenic_acid,"","",4444437,,
DB00133,L-Serine,56-45-1,SmallMoleculeDrug,C00065,D00016,5951,46506450,17115,PA451330,SER,"","","",,"","",http://en.wikipedia.org/wiki/Serine,"","",5736,,
DB00134,L-Methionine,63-68-3,SmallMoleculeDrug,C01733,D04983,6137,46505750,16811,"",MET,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lme_0173.shtml,"","","",5907,,
DB00135,L-Tyrosine,60-18-4,SmallMoleculeDrug,C01536,"",6057,46507885,18186,PA451822,TYR,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lty_0256.shtml,http://en.wikipedia.org/wiki/L-Tyrosine,,,5833,,DAP000808
DB00136,Calcitriol,32222-06-3,SmallMoleculeDrug,C01673,D00129,5283740,46508162,17823,PA448717,"","","","",2245686,http://www.rxlist.com/cgi/generic2/calcitri.htm,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0265.shtml,http://en.wikipedia.org/wiki/Calcitriol,http://www.drugs.com/cdi/calcitriol.html,0004-0143-23,118219,,DAP000289
DB00137,Xanthophyll,127-40-2,SmallMoleculeDrug,"","",5368396,46508835,27325,"",LUT,,,,,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lut_0164.shtml,http://en.wikipedia.org/wiki/Xanthophyll,"","",4519703,,
DB00138,L-Cystine,56-89-3,SmallMoleculeDrug,C00491,D03636,67678,46506670,16283,,,,,,,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lcy_0088.shtml,,,,60997,,
DB00139,Succinic acid,110-15-6,SmallMoleculeDrug,C00042,"",1110,46505859,15741,"",SIN,"",,"",,"","",http://en.wikipedia.org/wiki/Succinate,"","",1078,26121,DAP000545
DB00140,Riboflavin,83-88-5,SmallMoleculeDrug,C00255,D00050,493570,46507342,17015,PA451242,"","","","",2239929,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/rib_0263.shtml,http://en.wikipedia.org/wiki/Riboflavin,http://www.drugs.com/mtm/riboflavin.html,"",6501,,
DB00141,N-Acetyl-D-glucosamine,7512-17-6,SmallMoleculeDrug,C00140,"",439174,46509139,17411,"",NAG,,,,,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/glu_0122.shtml,"",,,388319,50223349,DAP000872
DB00142,L-Glutamic Acid,56-86-0,SmallMoleculeDrug,C00025,D00007,33032,46505816,16015,"",GLU,"",,"",,"","",http://en.wikipedia.org/wiki/L-Glutamic_Acid,,,30572,17657,DAP000015
DB00143,Glutathione,70-18-8,SmallMoleculeDrug,C00051,D00014,124886,46504598,16856,PA449780,GSH,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/glu_0126.shtml,http://en.wikipedia.org/wiki/Glutathione,"","",111188,,
DB00144,Phosphatidylserine,8002-43-5,SmallMoleculeDrug,"","",6323481,46505650,18303,"",PSF,"","","",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/pho_0202.shtml,http://en.wikipedia.org/wiki/Phosphatidylserine,"","",13628254,,
DB00145,Glycine,56-40-6,SmallMoleculeDrug,C00037,D00011,750,46508219,15428,PA449789,GLY,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/gly_0127.shtml,http://en.wikipedia.org/wiki/Glycine,,0338-0289-47,730,,DAP000288
DB00146,Calcidiol,19356-17-3,SmallMoleculeDrug,C01561,"",6433735,46505690,17933,PA452501,"","","","",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0265.shtml,http://en.wikipedia.org/wiki/Calcidiol,"","",4938806,,DAP000290
DB00147,Pyridoxal,65-22-5,SmallMoleculeDrug,C00250,"",1050,46506282,17310,"",PXL,"",,"",,"","",http://en.wikipedia.org/wiki/Pyridoxal,,,1021,,
DB00148,Creatine,57-00-1,SmallMoleculeDrug,C00300,"",586,46504868,16919,"",CRN,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/cre_0086.shtml,http://en.wikipedia.org/wiki/Creatine,http://www.drugs.com/creatine.html,"",566,,
DB00149,L-Leucine,61-90-5,SmallMoleculeDrug,,,857,46507163,15603,,LEU,,,,,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/bra_0042.shtml,http://en.wikipedia.org/wiki/L-Leucine,,,834,,
DB00150,L-Tryptophan,73-22-3,SmallMoleculeDrug,C00078,D00020,6305,46508329,16828,"",TRP,"",,"",,"","","","","",6066,21974,DAP001316
DB00151,L-Cysteine,52-90-4,SmallMoleculeDrug,C00097,D00026,5862,46506553,17561,PA449173,CYS,"","","",,"","",http://en.wikipedia.org/wiki/L-Cysteine,"","",5653,,
DB00152,Thiamine,59-43-8,SmallMoleculeDrug,C00378,"",1130,46507321,18385,PA451652,VIB,"","","",651826,"","",http://en.wikipedia.org/wiki/Thiamine,http://www.drugs.com/cdi/thiamine.html,"",1098,,DAP000870
DB00153,Ergocalciferol,50-14-6,SmallMoleculeDrug,C05441,D00187,5280793,46505053,28934,PA449484,"","","","",2017598,http://www.rxlist.com/cgi/generic/ergocalciferol.htm,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0265.shtml,http://en.wikipedia.org/wiki/Ergocalciferol,http://www.drugs.com/cdi/ergocalciferol.html,51991-604-01,4444351,,DAP000291
DB00154,gamma-Homolinolenic acid,1783-84-2,SmallMoleculeDrug,C03242,"",5280581,46508866,28661,"",LAX,,,,,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/gam_0120.shtml,"","","",4444199,,DAP000806
DB00155,L-Citrulline,372-75-8,SmallMoleculeDrug,C00327,"",9750,46506583,16349,"",CIR,"",,"",,"","","","","",9367,,
DB00156,L-Threonine,72-19-5,SmallMoleculeDrug,C00188,D00041,6288,46506798,16857,PA451673,THR,"",,"",,"","",http://en.wikipedia.org/wiki/L-Threonine,,,6051,,
DB00157,NADH,606-68-8,SmallMoleculeDrug,C00004,"",439153,46504879,16908,"",NAI,"","","",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/nad_0179.shtml,http://en.wikipedia.org/wiki/Nicotinamide_adenine_dinucleotide,"","",388299,,DAP001291
DB00158,Folic Acid,59-30-3,SmallMoleculeDrug,C00504,D00070,6037,46508092,27470,PA449692,FOL,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/fol_0110.shtml,http://en.wikipedia.org/wiki/Folic_Acid,http://www.drugs.com/folic_acid.html,42291-533-10,5815,,DAP001309
DB00159,Icosapent,10417-94-4,SmallMoleculeDrug,C06428,"",446284,46506267,28364,"",EPA,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/eic_0104.shtml,"","","",393682,,DAP000969
DB00160,L-Alanine,56-41-7,SmallMoleculeDrug,C01401,"",5950,46504866,16449,"",ALA,"",,"",,"","","",,,5735,,DAP000805
DB00161,L-Valine,72-18-4,SmallMoleculeDrug,C00183,D00039,6287,46504886,16414,PA451843,VAL,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/bra_0042.shtml,"","","",6050,,
DB00162,Vitamin A,68-26-8,SmallMoleculeDrug,C00473,D00069,445354,46508191,17336,PA451884,,,,,518565,http://www.rxlist.com/cgi/generic2/aquasola.htm,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0260.shtml,http://en.wikipedia.org/wiki/Vitamin_A,http://www.drugs.com/mtm/vitamin-a.html,61703-418-07,1042,,DNC001498
DB00163,Vitamin E,59-02-9,SmallMoleculeDrug,C02477,"",14985,46506524,18145,PA451900,VIT,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0266.shtml,http://en.wikipedia.org/wiki/Vitamin_E,http://www.drugs.com/vitamin_e.html,"",14265,,
DB00165,Pyridoxine,65-23-6,SmallMoleculeDrug,C00314,"",1054,46508560,16709,PA451897,"","","","",2246275,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0215.shtml,http://en.wikipedia.org/wiki/Pyridoxine,http://www.drugs.com/cdi/pyridoxine-vitamin-b6-extended-release-tablets.html,"",1025,,DAP000869
DB00166,Lipoic Acid,62-46-4,SmallMoleculeDrug,C00725,D00086,6112,46504826,30314,"",LPA,"",,"",,"","",http://en.wikipedia.org/wiki/Lipoic_Acid,"","",5886,,
DB00167,L-Isoleucine,73-32-5,SmallMoleculeDrug,C00407,D00065,6306,46506864,17191,"",ILE,"",,"",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/bra_0042.shtml,"","","",6067,,
DB00168,Aspartame,22839-47-0,SmallMoleculeDrug,C11045,D02381,2242,46507278,2877,PA448493,PME,"",,"",,"","",http://en.wikipedia.org/wiki/Aspartame,"","",2155,,
DB00169,Cholecalciferol,67-97-0,SmallMoleculeDrug,C05443,D00188,5283711,46506365,28940,PA448972,"","","","",2242651,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0265.shtml,http://en.wikipedia.org/wiki/Cholecalciferol,http://www.drugs.com/mtm/cholecalciferol.html,"",5986,,DAP001273
DB00170,Menadione,58-27-5,SmallMoleculeDrug,C05377,D02335,4055,46505447,28869,PA450358,VK3,"","","",,"",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0267.shtml,http://en.wikipedia.org/wiki/Menadione,"","",3915,24778,DNC001501
DB00171,Adenosine triphosphate,56-65-5,SmallMoleculeDrug,C00002,"",5957,46507614,15422,"",ATP,"",,"",,"","",http://en.wikipedia.org/wiki/Adenosine_triphosphate,"","",5742,2,DNC000262
DB00172,L-Proline,147-85-3,SmallMoleculeDrug,C00148,D00035,145742,46506858,17203,PA451125,PRO,"",,"",,"","",http://en.wikipedia.org/wiki/L-Proline,"","",128566,,DAP000198
DB00173,Adenine,73-24-5,SmallMoleculeDrug,C00147,D00034,190,46507319,16708,"",ADE,"",,"",,"","",http://en.wikipedia.org/wiki/Adenine,"","",185,33218,DAP000982
DB00174,L-Asparagine,70-47-3,SmallMoleculeDrug,C00152,"",6267,46507804,17196,"",ASN,"",,"",,"","","",,,6031,,
DB00175,Pravastatin,81093-37-0,SmallMoleculeDrug,C01844,"",54687,46504851,"",PA451089,"",,,,2247008,http://www.rxlist.com/cgi/generic/pravast.htm,"",http://en.wikipedia.org/wiki/Pravastatin,http://www.drugs.com/cdi/pravastatin.html,0003-5154-05,49398,20688,DAP000550
DB00176,Fluvoxamine,54739-18-3,SmallMoleculeDrug,C07571,"",5324346,46507588,5138,PA449690,"","","","",2262630,http://www.rxlist.com/cgi/generic/fluvox.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/flu1660.shtml,http://en.wikipedia.org/wiki/Fluvoxamine,http://www.drugs.com/cdi/fluvoxamine.html,57664-357-88,3287,,DNC000897
DB00177,Valsartan,137862-53-4,SmallMoleculeDrug,"",D00400,60846,46509000,9927,PA451848,"","","","",2244781,http://www.rxlist.com/cgi/generic/valsartan.htm,"",http://en.wikipedia.org/wiki/Valsartan,http://www.drugs.com/cdi/valsartan.html,0078-0360-34,54833,50049186,DAP000363
DB00178,Ramipril,87333-19-5,SmallMoleculeDrug,"",D00421,5362129,46506390,8774,PA451223,"",,,,2221829,http://www.rxlist.com/cgi/generic/ramipril.htm,http://www.pdrhealth.com/drugs/rx/rx-mono.aspx?contentFileName=alt1014.html&contentName=Altace&contentId=44,http://en.wikipedia.org/wiki/Ramipril,http://www.drugs.com/ramipril.html,54868-5896-0,4514937,,DAP000581
DB00179,Masoprocol,500-38-9,SmallMoleculeDrug,C10719,"",71398,46508042,"",PA450325,"",,,,,"","",http://en.wikipedia.org/wiki/Masoprocol,"","",64490,22372,DNC001037
DB00180,Flunisolide,3385-03-3,SmallMoleculeDrug,"",D00324,82153,46507894,5106,PA449661,"","","","",2239288,http://www.rxlist.com/cgi/generic/flunisolide.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/aer1009.shtml,http://en.wikipedia.org/wiki/Flunisolide,http://www.drugs.com/cdi/flunisolide-spray.html,0456-0672-99,74144,,DAP001046
DB00181,Baclofen,1134-47-0,SmallMoleculeDrug,"",D00241,2284,46508181,2972,PA448533,"",,,,2242151,http://www.rxlist.com/cgi/generic/baclofen.htm,"",http://en.wikipedia.org/wiki/Baclofen,http://www.drugs.com/baclofen.html,0091-3351-01,2197,24182,DAP000257
DB00182,Amphetamine,300-62-9,SmallMoleculeDrug,C07514,"",5826,46506414,2679,PA448410,"","","","",2248813,http://www.rxlist.com/cgi/generic/adderallxr.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/add1008.shtml,http://en.wikipedia.org/wiki/Amphetamine,http://www.drugs.com/amphetamine.html,"",5621,,DAP001146
DB00183,Pentagastrin,5534-95-2,SmallMoleculeDrug,"",D01631,444007,46507747,"",PA450849,"",,,,2043319,"","",http://en.wikipedia.org/wiki/Pentagastrin,,,392037,,DNC001170
DB00184,Nicotine,54-11-5,SmallMoleculeDrug,C00745,D03365,942,46506924,17688,PA450626,NCT,,,,2241228,http://www.rxlist.com/cgi/generic2/nicotini.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/nic1292.shtml,http://en.wikipedia.org/wiki/Nicotine,http://www.drugs.com/nicotine.html,0009-5400-01,917,,DAP000175
DB00185,Cevimeline,107233-08-9,SmallMoleculeDrug,"",D00661,83898,46507202,3568,PA448916,"","","","",,http://www.rxlist.com/cgi/generic/cevimeline.htm,"",http://en.wikipedia.org/wiki/Cevimeline,http://www.drugs.com/cdi/cevimeline.html,63395-201-13,75707,,DAP000075
DB00186,Lorazepam,846-49-1,SmallMoleculeDrug,"",D00365,3958,46508468,52993,"","",,,,2243278,http://www.rxlist.com/cgi/generic/loraz.htm,"",http://en.wikipedia.org/wiki/Lorazepam,http://www.drugs.com/lorazepam.html,0054-3532-44,3821,,DAP000237
DB00187,Esmolol,103598-03-4,SmallMoleculeDrug,C06980,"",59768,46506146,4856,PA449500,"","","","",2188864,http://www.rxlist.com/cgi/generic3/esmolol.htm,"",http://en.wikipedia.org/wiki/Esmolol,http://www.drugs.com/cdi/esmolol.html,0641-2965-45,53916,,DAP000304
DB00188,Bortezomib,179324-69-7,SmallMoleculeDrug,"","",93860,46508736,52717,PA10252,"","","","",2262452,http://www.rxlist.com/cgi/generic3/velcade.htm,"",http://en.wikipedia.org/wiki/Bortezomib,http://www.drugs.com/cdi/bortezomib.html,63020-049-01,84713,,DAP001318
DB00189,Ethchlorvynol,113-18-8,SmallMoleculeDrug,C07833,D00704,,,4882,PA449524,"","","","",27,"","",http://en.wikipedia.org/wiki/Ethchlorvynol,http://www.drugs.com/cons/ethchlorvynol.html,"",,,DAP000163
DB00190,Carbidopa,28860-95-9,SmallMoleculeDrug,"",D00558,34359,46508775,3395,PA448794,"","","","",,http://www.rxlist.com/cgi/generic/sinemet.htm,"",http://en.wikipedia.org/wiki/Carbidopa,http://www.drugs.com/cdi/carbidopa.html,0056-0511-68,31640,,DAP000592
DB00191,Phentermine,122-09-8,SmallMoleculeDrug,C07438,D05458,4771,46508515,8080,PA450923,"","","","",891770,http://www.rxlist.com/cgi/generic/phenterm.htm,"",http://en.wikipedia.org/wiki/Phentermine,http://www.drugs.com/phentermine.html,0527-1445-01,4607,,DAP000719
DB00192,Indecainide,74517-78-5,SmallMoleculeDrug,"","",52195,46506714,"","","","",,"",,"","","","","",47194,,DAP000503
DB00193,Tramadol,27203-92-5,SmallMoleculeDrug,C07153,"",33741,46506256,"",PA451735,"",,,,,http://www.rxlist.com/cgi/generic/tramadol.htm,"",http://en.wikipedia.org/wiki/Tramadol,http://www.drugs.com/tramadol.html,0045-0659-60,31105,50176262,DAP000140
DB00194,Vidarabine,24356-66-9,SmallMoleculeDrug,C07195,D00406,32326,46506630,45327,PA451876,RAB,"","","",,http://www.rxlist.com/cgi/generic3/vidarabine.htm,"",http://en.wikipedia.org/wiki/Vidarabine,http://www.drugs.com/mtm/vidarabine-ophthalmic.html,61570-367-71,29966,,DAP000642
DB00195,Betaxolol,63659-18-7,SmallMoleculeDrug,C06849,"",2369,46506041,3082,PA448611,"",,,,2235971,http://www.rxlist.com/cgi/generic3/betaxolol.htm,"",http://en.wikipedia.org/wiki/Betaxolol,http://www.drugs.com/cdi/betaxolol-drops.html,0065-0245-20,2279,50026854,DAP000305
DB00196,Fluconazole,86386-73-4,SmallMoleculeDrug,"",D00322,3365,46505735,46081,PA449653,TPF,,,,2245697,http://www.rxlist.com/cgi/generic/flucon.htm,"",http://en.wikipedia.org/wiki/Fluconazole,http://www.drugs.com/cdi/fluconazole.html,0054-0002-85,3248,25817,DAP000628
DB00198,Oseltamivir,204255-11-8,SmallMoleculeDrug,C08093,D00900,65028,46507602,7798,PA450722,"","",,"",2245549,http://www.rxlist.com/cgi/generic3/oseltamiv.htm,"",http://en.wikipedia.org/wiki/Oseltamivir,http://www.drugs.com/oseltamivir.html,0004-0802-85,58540,5025,DAP000714
DB00199,Erythromycin,114-07-8,SmallMoleculeDrug,C01912,D00140,12560,46508487,48923,PA449493,ERY,"","","",2237041,http://www.rxlist.com/cgi/generic/erithrom.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ery1163.shtml,http://en.wikipedia.org/wiki/Erythromycin,http://www.drugs.com/cdi/erythromycin-ointment.html,0168-0215-01,12041,,DAP000111
DB00200,Hydroxocobalamin,13422-51-0,SmallMoleculeDrug,C08230,D01027,5460373,46505751,27786,PA449925,"","","","",543446,http://www.rxlist.com/cgi/generic/cyanokit.htm,"",http://en.wikipedia.org/wiki/Hydroxocobalamin,http://www.drugs.com/cdi/hydroxocobalamin.html,11704-270-01,4573922,,DAP001336
